Chr	Start	Stop	GeneID	Max_norm_counts	RH4_dCBP1_072221_CWRU	RH4_DMSO_072221_CWRU	Norm_RH4_dCBP1_072221_CWRU	Norm_RH4_DMSO_072221_CWRU
13	67372387	67379994	LINC00364	0.00	0	0	0.00	0.00
13	93045341	93057926	LINC00363	0.00	0	0	0.00	0.00
13	96941281	96984172	LINC00359	0.00	0	0	0.00	0.00
13	62003525	62029548	LINC00358	0.00	0	0	0.00	0.00
13	63986371	64076011	LINC00355	0.01	0	0.05	0.00	0.01
13	111893378	111901176	LINC00354	0.00	0	0	0.00	0.00
13	89548794	89564413	LINC00353	0.00	0	0	0.00	0.00
13	85363603	85544662	LINC00351	0.00	0	0	0.00	0.00
13	19587118	19588490	LINC00350	0.00	0	0	0.00	0.00
13	71015141	71168417	LINC00348	0.00	0	0	0.00	0.00
13	74552843	74557120	LINC00347	0.00	0	0	0.00	0.00
13	52483687	52601006	LINC00345	0.02	0.2	0.12	0.02	0.01
13	105706830	105761796	LINC00343	0.00	0	0	0.00	0.00
2	95807052	95826981	LINC00342	0.02	0.17	0.02	0.02	0.00
1	22025191	22031224	LINC00339	0.60	6.02	5.27	0.60	0.53
6	33586106	33593338	LINC00336	0.00	0.02	0	0.00	0.00
21	45234340	45258730	LINC00334	0.01	0.13	0	0.01	0.00
13	84140602	84606768	LINC00333	0.00	0	0	0.00	0.00
13	40181809	40189030	LINC00332	0.00	0	0	0.00	0.00
13	78787319	78840050	LINC00331	0.00	0	0	0.00	0.00
13	44799504	44809630	LINC00330	0.00	0	0	0.00	0.00
13	23469512	23487464	LINC00327	0.02	0.05	0.16	0.01	0.02
6	133088080	133106578	LINC00326	0.00	0	0	0.00	0.00
17	8220630	8224043	LINC00324	0.06	0.61	0.47	0.06	0.05
21	41141500	41148064	LINC00323	0.00	0	0	0.00	0.00
21	43322209	43332039	LINC00322	0.00	0	0	0.00	0.00
21	20742590	20803108	LINC00320	0.00	0	0	0.00	0.00
21	43446601	43453902	LINC00319	0.01	0	0.05	0.00	0.01
21	21723293	21737319	LINC00317	0.00	0	0	0.00	0.00
21	45338590	45341990	LINC00316	0.00	0	0	0.00	0.00
21	28013363	28023209	LINC00314	0.00	0	0	0.00	0.00
21	43462094	43478223	LINC00313	0.00	0	0	0.00	0.00
3	8571782	8574668	LINC00312	0.00	0	0	0.00	0.00
16	85282958	85288082	LINC00311	0.00	0	0	0.00	0.00
21	34180677	34189919	LINC00310	0.01	0.08	0.14	0.01	0.01
2	64185078	64205485	LINC00309	0.00	0	0	0.00	0.00
21	22098617	22116528	LINC00308	0.00	0	0	0.00	0.00
21	30209151	30211783	LINC00307	0.00	0	0	0.00	0.00
18	64080009	64149026	LINC00305	0.00	0	0	0.00	0.00
16	89159220	89163675	LINC00304	0.00	0	0	0.00	0.00
1	204032447	204041264	LINC00303	0.00	0	0	0.00	0.00
1	152655477	152656804	LINC00302	0.00	0	0	0.00	0.00
11	60615751	60687149	LINC00301	0.00	0	0	0.00	0.00
2	8007771	8328419	LINC00299	0.00	0	0	0.00	0.00
2	7922425	7976814	LINC00298	0.00	0	0	0.00	0.00
13	29872613	29888405	LINC00297	0.00	0	0	0.00	0.00
11	33076150	33079454	LINC00294	0.07	0.67	0.63	0.07	0.06
8	46840886	46855785	LINC00293	0.00	0	0	0.00	0.00
4	181064089	181159149	LINC00290	0.01	0	0.11	0.00	0.01
Y	6357219	6361413	LINC00280	0.00	0	0	0.00	0.00
Y	8638294	8645129	LINC00279	0.00	0	0	0.00	0.00
Y	3002996	3102272	LINC00278	0.00	0	0	0.00	0.00
2	14228874	14400958	LINC00276	0.00	0.01	0	0.00	0.00
16	34158585	34159973	LINC00273	0.00	0	0	0.00	0.00
1	182407621	182414813	LINC00272	0.00	0	0	0.00	0.00
X	69179557	69209924	LINC00269	0.00	0	0	0.00	0.00
6	140264	148159	LINC00266-3	0.00	0	0	0.00	0.00
20	64290385	64303354	LINC00266-1	0.01	0.11	0	0.01	0.00
7	39733568	39794623	LINC00265	0.04	0.35	0.13	0.04	0.01
20	22560553	22578642	LINC00261	0.01	0.06	0.09	0.01	0.01
1	203730577	203731853	LINC00260	0.00	0.04	0	0.00	0.00
16	1878285	1884231	LINC00254	0.00	0	0	0.00	0.00
8	65161145	65180340	LINC00251	0.00	0	0	0.00	0.00
7	156540491	156541101	LINC00244	0.00	0	0	0.00	0.00
6	30812866	30830659	LINC00243	0.00	0	0	0.00	0.00
6	169788790	169798825	LINC00242	0.01	0.03	0.06	0.00	0.01
6	26956993	27023974	LINC00240	0.01	0	0.11	0.00	0.01
14	101730437	101732525	LINC00239	0.00	0	0	0.00	0.00
20	21087604	21106358	LINC00237	0.00	0	0	0.00	0.00
16	526847	527407	LINC00235	0.19	1.31	1.89	0.13	0.19
22	44606328	44625419	LINC00229	0.00	0	0	0.00	0.00
14	106287674	106288372	LINC00226	0.00	0	0	0.00	0.00
6	108751654	108769942	LINC00222	0.00	0	0	0.00	0.00
14	106482439	106495515	LINC00221	0.00	0	0	0.00	0.00
14	58288033	58289153	LINC00216	0.12	1.2	0.9	0.12	0.09
2	37826247	37875863	LINC00211	0.01	0	0.1	0.00	0.01
1	217892900	217920804	LINC00210	0.00	0	0	0.00	0.00
8	11576535	11581341	LINC00208	0.00	0	0	0.00	0.00
22	44569340	44572449	LINC00207	0.00	0	0	0.00	0.00
21	45288052	45297354	LINC00205	0.17	1.63	1.74	0.16	0.17
10	1159768	1164672	LINC00200	0.00	0	0	0.00	0.00
21	29193494	29288205	LINC00189	0.00	0	0	0.00	0.00
1	234629311	234634780	LINC00184	0.00	0	0	0.00	0.00
7	66376044	66400408	LINC00174	0.02	0.17	0.08	0.02	0.01
12	116533422	116536513	LINC00173	0.00	0	0	0.00	0.00
21	44994362	44995202	LINC00165	0.00	0	0	0.00	0.00
21	44989864	44994086	LINC00163	0.01	0.05	0.05	0.01	0.01
21	28539318	28540355	LINC00161	0.00	0	0	0.00	0.00
21	34723807	34737182	LINC00160	0.00	0	0	0.00	0.00
21	32080481	32086295	LINC00159	0.00	0	0	0.00	0.00
21	25385820	25431701	LINC00158	0.00	0	0	0.00	0.00
1	826206	827522	LINC00115	0.05	0.53	0.37	0.05	0.04
21	38739021	38773477	LINC00114	0.00	0	0	0.00	0.00
21	27722379	27751233	LINC00113	0.00	0	0	0.00	0.00
21	41716436	41717582	LINC00112	0.00	0	0	0.00	0.00
21	41679302	41697336	LINC00111	0.00	0	0	0.00	0.00
X	1397025	1399412	LINC00106	0.01	0	0.11	0.00	0.01
X	2612991	2615347	LINC00102	0.01	0.06	0.02	0.01	0.00
9	96019732	96021811	LINC00092	0.01	0.06	0.06	0.01	0.01
15	87576929	87579686	LINC00052	0.00	0	0	0.00	0.00
8	142198356	142209003	LINC00051	0.00	0	0	0.00	0.00
9	27245684	27282793	LINC00032	0.00	0	0	0.00	0.00
20	63034217	63037028	LINC00029	0.00	0	0	0.00	0.00
20	31485778	31487574	LINC00028	0.00	0	0	0.00	0.00
1	226231149	226310082	LIN9	0.72	7.15	4.33	0.72	0.43
11	27494418	27506769	LIN7C	3.13	31.26	22.14	3.13	2.22
19	49114339	49118464	LIN7B	0.47	4.66	2.36	0.47	0.24
12	80792520	80937934	LIN7A	0.49	2.21	4.89	0.22	0.49
4	82924603	83012951	LIN54	0.81	8.13	5.9	0.81	0.59
14	74084867	74201493	LIN52	1.69	16.89	6.99	1.69	0.70
19	35748576	35754519	LIN37	0.50	4.98	2.91	0.50	0.29
6	104936294	104940527	LIN28B-AS1	0.00	0	0	0.00	0.00
6	104936999	105083332	LIN28B	0.00	0	0.03	0.00	0.00
1	26410778	26429728	LIN28A	0.00	0	0	0.00	0.00
2	110386341	110473075	LIMS4	0.06	0.47	0.61	0.05	0.06
2	109898688	109925625	LIMS3	0.05	0.48	0.36	0.05	0.04
2	127638421	127681786	LIMS2	0.08	0.39	0.82	0.04	0.08
2	108676795	108678601	LIMS1-AS1	0.00	0	0	0.00	0.00
2	108533671	108687246	LIMS1	1.78	15.06	17.74	1.51	1.78
22	31212298	31280080	LIMK2	0.56	5.63	4.18	0.56	0.42
7	74083804	74122525	LIMK1	0.78	6.18	7.81	0.62	0.78
20	63735701	63739103	LIME1	0.09	0.94	0.46	0.09	0.05
17	63695888	63701227	LIMD2	1.40	13.93	11.93	1.40	1.19
3	45678165	45688882	LIMD1-AS1	0.04	0.31	0.41	0.03	0.04
3	45594105	45686341	LIMD1	0.26	0.88	2.64	0.09	0.26
4	41359607	41700044	LIMCH1	0.78	5.26	7.82	0.53	0.78
12	50175788	50283520	LIMA1	0.81	4.05	8.08	0.41	0.81
19	51379909	51387974	LIM2	0.00	0	0	0.00	0.00
19	54707916	54713452	LILRP2	0.00	0	0	0.00	0.00
19	54249421	54257292	LILRB5	0.00	0	0	0.00	0.00
19	54662524	54668718	LILRB4	0.00	0	0	0.00	0.00
19	54216278	54223087	LILRB3	0.01	0.12	0.13	0.01	0.01
19	54273812	54281110	LILRB2	0.00	0	0	0.00	0.00
19	54616322	54638022	LILRB1	0.00	0	0	0.00	0.00
19	54236590	54242790	LILRA6	0.00	0.03	0.02	0.00	0.00
19	54307070	54313166	LILRA5	0.00	0	0	0.00	0.00
19	54333185	54339162	LILRA4	0.00	0	0	0.00	0.00
19	54572988	54590287	LILRA2	0.00	0	0	0.00	0.00
19	54593632	54602381	LILRA1	0.00	0	0	0.00	0.00
13	108207442	108218349	LIG4	0.52	5.23	2.09	0.52	0.21
17	34980504	35009743	LIG3	0.54	5.41	4.63	0.54	0.46
19	48115445	48170595	LIG1	0.64	6.4	4.3	0.64	0.43
5	38556786	38671216	LIFR-AS1	0.03	0.32	0.09	0.03	0.01
5	38474668	38606290	LIFR	0.24	2.32	2.37	0.23	0.24
22	30246210	30246993	LIF-AS2	0.00	0	0	0.00	0.00
22	30239194	30240538	LIF-AS1	0.01	0	0.07	0.00	0.01
22	30240453	30257487	LIF	0.00	0	0	0.00	0.00
4	39459056	39479506	LIAS	0.48	4.83	3.2	0.48	0.32
1	197912464	197935478	LHX9	0.00	0.04	0	0.00	0.00
1	75128434	75199454	LHX8	0.00	0	0	0.00	0.00
9	122185626	122228957	LHX6	0.09	0.9	0.6	0.09	0.06
12	113472003	113480481	LHX5-AS1	0.00	0	0	0.00	0.00
12	113462033	113471871	LHX5	0.00	0	0	0.00	0.00
1	180269663	180274681	LHX4-AS1	0.02	0.19	0.03	0.02	0.00
1	180228372	180278984	LHX4	0.04	0.4	0.19	0.04	0.02
9	136196250	136205128	LHX3	0.00	0	0	0.00	0.00
9	124011759	124033301	LHX2	0.40	3.99	2.62	0.40	0.26
17	36861674	36936661	LHX1-DT	0.00	0.03	0.03	0.00	0.00
17	36937475	36944612	LHX1	0.00	0.03	0.01	0.00	0.00
10	124461823	124614141	LHPP	0.22	2.17	2.18	0.22	0.22
13	39342892	39603193	LHFPL6	0.22	1.39	2.22	0.14	0.22
6	35805352	35824070	LHFPL5	0.00	0	0	0.00	0.00
3	9498361	9553822	LHFPL4	0.01	0.05	0.01	0.01	0.00
7	104894628	104926645	LHFPL3-AS2	0.02	0.22	0.11	0.02	0.01
7	104796506	104804092	LHFPL3-AS1	0.00	0	0	0.00	0.00
7	104328603	104908561	LHFPL3	0.01	0.13	0.13	0.01	0.01
5	78485224	78770256	LHFPL2	0.57	2.4	5.73	0.24	0.57
X	112630648	112680178	LHFPL1	0.00	0	0	0.00	0.00
2	48686774	48755724	LHCGR	0.00	0.02	0	0.00	0.00
19	49015980	49017091	LHB	0.07	0.66	0	0.07	0.00
6	63275951	63567921	LGSN	0.00	0.02	0	0.00	0.00
1	202193799	202319761	LGR6	0.00	0	0	0.00	0.00
12	71439798	71586310	LGR5	0.03	0.13	0.32	0.01	0.03
11	27471731	27482433	LGR4-AS1	0.00	0.04	0	0.00	0.00
11	27365961	27472790	LGR4	0.32	2.75	3.21	0.28	0.32
14	92703809	92748627	LGMN	1.03	10.25	5.9	1.03	0.59
19	35124513	35135059	LGI4	0.00	0	0	0.00	0.00
8	22146830	22156806	LGI3	0.00	0.01	0	0.00	0.00
4	24991960	25030946	LGI2	0.02	0.14	0.17	0.01	0.02
10	93757887	93798159	LGI1	0.00	0	0	0.00	0.00
2	64390956	64455286	LGALSL-DT	0.01	0.08	0.03	0.01	0.00
2	64454162	64461381	LGALSL	0.85	8.5	3.74	0.85	0.37
17	18476785	18494945	LGALS9C	0.00	0	0	0.00	0.00
17	20449395	20467539	LGALS9B	0.00	0	0	0.00	0.00
17	27631172	27649560	LGALS9	0.01	0.11	0	0.01	0.00
1	236523069	236524508	LGALS8-AS1	0.02	0.22	0	0.02	0.00
1	236518214	236552981	LGALS8	0.20	2.01	1.71	0.20	0.17
19	38789200	38791754	LGALS7B	0.00	0	0	0.00	0.00
19	38770968	38773517	LGALS7	0.02	0.15	0	0.02	0.00
19	38801671	38813614	LGALS4	0.01	0.05	0.06	0.01	0.01
17	78971255	78979923	LGALS3BP	2.36	23.6	16.23	2.36	1.63
14	55129252	55145430	LGALS3	0.36	3.57	3.08	0.36	0.31
22	37570248	37580087	LGALS2	0.00	0	0	0.00	0.00
19	39655913	39660647	LGALS16	0.00	0	0	0.00	0.00
19	39704481	39709444	LGALS14	0.00	0	0	0.00	0.00
19	39602411	39607474	LGALS13	0.00	0	0	0.00	0.00
11	63506052	63516772	LGALS12	0.00	0.03	0	0.00	0.00
22	37675636	37679802	LGALS1	64.49	643.96	625.4	64.49	62.62
7	2512529	2529177	LFNG	0.81	1.63	8.08	0.16	0.81
1	54806063	54842252	LEXM	0.00	0.03	0.03	0.00	0.00
19	39776453	39786291	LEUTX	0.00	0	0	0.00	0.00
15	95279288	95327100	LETR1	0.00	0	0	0.00	0.00
12	51048220	51068958	LETMD1	0.47	4.74	4.56	0.47	0.46
8	38382505	38409527	LETM2	0.18	1.79	0.99	0.18	0.10
4	1811479	1856156	LETM1	1.50	14.93	12.05	1.50	1.21
9	62857856	62898087	LERFS	0.18	1.83	0.31	0.18	0.03
8	30095408	30138348	LEPROTL1	1.89	18.86	14.08	1.89	1.41
1	65420668	65436007	LEPROT	1.23	12.26	11.64	1.23	1.17
1	65420652	65641559	LEPR	0.18	1.8	1.08	0.18	0.11
7	128241201	128257629	LEP	0.00	0	0	0.00	0.00
15	51938024	51971798	LEO1	0.44	4.44	2.43	0.44	0.24
19	54461732	54463778	LENG9	0.02	0.2	0.02	0.02	0.00
19	54444816	54449038	LENG8-AS1	0.03	0.21	0.25	0.02	0.03
19	54447621	54462022	LENG8	0.37	3.69	2.68	0.37	0.27
19	54155161	54159721	LENG1	0.24	2.39	1.49	0.24	0.15
1	154993586	154994321	LENEP	0.03	0.25	0.08	0.03	0.01
12	65169583	65248355	LEMD3	2.30	22.96	15.37	2.30	1.54
6	33771213	33794274	LEMD2	0.66	6.33	6.59	0.63	0.66
1	205456058	205469024	LEMD1-DT	0.00	0	0	0.00	0.00
1	205373252	205387440	LEMD1-AS1	0.00	0	0	0.00	0.00
1	205381378	205449956	LEMD1	0.00	0	0	0.00	0.00
1	153203430	153205120	LELP1	0.00	0	0	0.00	0.00
3	156826287	157047659	LEKR1	0.05	0.46	0.52	0.05	0.05
1	225936603	225941367	LEFTY2	0.00	0	0	0.00	0.00
1	225886282	225889146	LEFTY1	0.03	0.16	0.25	0.02	0.03
4	108167525	108176430	LEF1-AS1	0.03	0.25	0	0.03	0.00
4	108047548	108168932	LEF1	0.32	3.19	2.85	0.32	0.29
5	135946904	135954983	LECT2	0.00	0	0	0.00	0.00
5	132873668	132875046	LEAP2	0.02	0.2	0	0.02	0.00
X	141173235	141177129	LDOC1	0.53	4.22	5.28	0.42	0.53
19	11089068	11089659	LDLR-AS1	0.01	0	0.11	0.00	0.01
1	25543588	25590400	LDLRAP1	0.73	7.24	6.31	0.73	0.63
18	13419499	13427534	LDLRAD4-AS1	0.00	0	0	0.00	0.00
18	13217606	13652754	LDLRAD4	0.01	0.05	0.04	0.01	0.00
11	35944062	36232136	LDLRAD3	1.06	7.4	10.54	0.74	1.06
1	21812265	21825225	LDLRAD2	0.10	0.68	0.96	0.07	0.10
1	54007298	54018186	LDLRAD1	0.00	0	0	0.00	0.00
19	11089432	11133820	LDLR	0.25	1.29	2.51	0.13	0.25
16	75111864	75116795	LDHD	0.01	0.05	0.04	0.01	0.00
11	18412298	18452063	LDHC	0.01	0.1	0.1	0.01	0.01
12	21635342	21657971	LDHB	28.66	286.22	256.37	28.66	25.67
15	59206843	59208588	LDHAL6B	0.07	0.23	0.74	0.02	0.07
11	18455856	18479601	LDHAL6A	0.01	0.08	0.03	0.01	0.00
11	18394563	18408425	LDHA	14.38	143.56	136.43	14.38	13.66
1	31500085	31508566	LDC1P	0.00	0	0	0.00	0.00
10	86666788	86736072	LDB3	0.01	0.07	0.04	0.01	0.00
4	16501541	16898787	LDB2	0.00	0.02	0	0.00	0.00
10	102102100	102120368	LDB1	0.68	5.53	6.75	0.55	0.68
2	20682489	20823139	LDAH	0.81	8.05	5.36	0.81	0.54
16	21158349	21180616	LDAF1	0.07	0.66	0.21	0.07	0.02
15	66547532	66565998	LCTL	0.02	0.22	0.11	0.02	0.01
2	135820191	135823087	LCT-AS1	0.01	0	0.05	0.00	0.01
2	135787850	135837195	LCT	0.02	0.19	0.14	0.02	0.01
5	170246233	170297777	LCP2	0.00	0	0	0.00	0.00
13	46125923	46182177	LCP1	0.02	0.17	0.01	0.02	0.00
4	17841187	18023287	LCORL	0.64	6.37	4.58	0.64	0.46
10	96832298	96995956	LCOR	0.50	4.97	3.76	0.50	0.38
9	136982993	136985758	LCNL1	0.00	0	0	0.00	0.00
9	135663309	135670731	LCN9	0.00	0	0	0.00	0.00
9	136754386	136758551	LCN8	0.00	0	0	0.00	0.00
9	136744017	136748525	LCN6	0.00	0	0	0.00	0.00
9	128149453	128153453	LCN2	0.00	0	0	0.00	0.00
9	136759634	136764518	LCN15	0.00	0	0	0.00	0.00
9	136949180	136955505	LCN12	0.00	0	0.02	0.00	0.00
9	136738170	136742940	LCN10	0.00	0	0	0.00	0.00
9	135521296	135526540	LCN1	0.00	0	0	0.00	0.00
15	43323649	43330573	LCMT2	0.29	2.69	2.89	0.27	0.29
16	25140571	25149032	LCMT1-AS2	0.02	0.17	0.02	0.02	0.00
16	25100564	25111555	LCMT1-AS1	0.02	0.23	0.11	0.02	0.01
16	25111702	25178231	LCMT1	2.12	21.14	12.64	2.12	1.27
2	30447241	30644225	LCLAT1	0.86	8.59	6.66	0.86	0.67
1	32251265	32286165	LCK	0.00	0	0	0.00	0.00
1	152842830	152844211	LCE6A	0.00	0	0	0.00	0.00
1	152510803	152512177	LCE5A	0.00	0	0	0.00	0.00
1	152708160	152709434	LCE4A	0.00	0	0	0.00	0.00
1	152565654	152566780	LCE3E	0.00	0	0	0.00	0.00
1	152579381	152580516	LCE3D	0.00	0	0	0.00	0.00
1	152600234	152601086	LCE3C	0.00	0	0	0.00	0.00
1	152613811	152614098	LCE3B	0.00	0	0	0.00	0.00
1	152622834	152623103	LCE3A	0.00	0	0	0.00	0.00
1	152663380	152664659	LCE2D	0.00	0	0	0.00	0.00
1	152675279	152676569	LCE2C	0.00	0	0	0.00	0.00
1	152686123	152687397	LCE2B	0.00	0	0	0.00	0.00
1	152698345	152699442	LCE2A	0.00	0	0	0.00	0.00
1	152775140	152777024	LCE1F	0.00	0	0	0.00	0.00
1	152786257	152788426	LCE1E	0.00	0	0	0.00	0.00
1	152796721	152798181	LCE1D	0.00	0	0	0.00	0.00
1	152804832	152806651	LCE1C	0.00	0	0	0.00	0.00
1	152811971	152813108	LCE1B	0.00	0	0	0.00	0.00
1	152827473	152828097	LCE1A	0.00	0	0	0.00	0.00
16	67939750	67944120	LCAT	0.05	0.52	0.28	0.05	0.03
6	79307669	79313384	LCAL1	0.00	0	0	0.00	0.00
21	39405728	39445793	LCA5L	0.06	0.64	0.32	0.06	0.03
6	79484991	79537430	LCA5	0.25	2.52	1.1	0.25	0.11
2	74502593	74505065	LBX2-AS1	0.03	0.32	0.24	0.03	0.02
2	74497517	74503316	LBX2	0.06	0.57	0.28	0.06	0.03
10	101229594	101238859	LBX1-AS1	0.04	0.28	0.43	0.03	0.04
10	101226994	101229463	LBX1	0.04	0.43	0.37	0.04	0.04
1	225401502	225428821	LBR	2.68	26.74	25.06	2.68	2.51
20	38346482	38377013	LBP	0.00	0.03	0	0.00	0.00
14	103084210	103090027	LBHD2	0.00	0	0	0.00	0.00
11	62662817	62672267	LBHD1	0.13	1.17	1.25	0.12	0.13
2	30231534	30260028	LBH	1.65	3.63	16.5	0.36	1.65
11	111540280	111561745	LAYN	0.20	1.76	2.01	0.18	0.20
1	203765132	203778175	LAX1	0.00	0	0	0.00	0.00
13	20973036	21061586	LATS2	0.63	6.27	5.16	0.63	0.52
6	149658153	149718101	LATS1	0.80	7.94	5.23	0.80	0.52
7	74210006	74229834	LAT2	0.02	0.2	0.1	0.02	0.01
16	28984803	28990784	LAT	0.02	0.24	0.06	0.02	0.01
10	5594984	5596118	LASTR	0.00	0	0	0.00	0.00
17	38870058	38921770	LASP1	2.43	20.19	24.25	2.02	2.43
X	65512582	65534787	LAS1L	1.32	13.21	12.14	1.32	1.22
3	45482695	45509545	LARS2-AS1	0.01	0.08	0.05	0.01	0.01
3	45388564	45549407	LARS2	0.37	3.65	2.13	0.37	0.21
5	146113034	146182731	LARS1	1.62	16.17	16.16	1.62	1.62
4	112637143	112657586	LARP7	0.63	6.27	4	0.63	0.40
15	70829130	70854157	LARP6	0.95	9.53	7.35	0.95	0.74
10	806914	931900	LARP4B	0.80	8.01	5.99	0.80	0.60
12	50400862	50480004	LARP4	1.46	14.55	14.36	1.46	1.44
4	128060655	128222931	LARP1B	0.46	4.56	3.48	0.46	0.35
5	154682979	154817605	LARP1	1.17	11.68	11.24	1.17	1.13
22	33724986	33750817	LARGE-AS1	0.01	0.05	0.04	0.01	0.00
11	45921621	45929096	LARGE2	0.00	0.03	0	0.00	0.00
22	33921253	33922766	LARGE1-AS1	0.01	0.1	0.1	0.01	0.01
22	33162237	33922824	LARGE1	0.33	3.31	3.1	0.33	0.31
1	30732469	30757840	LAPTM5	2.24	18.93	22.33	1.90	2.24
8	97775788	97853013	LAPTM4B	10.25	99.55	102.32	9.97	10.25
2	20051952	20118023	LAPTM4A-DT	0.02	0	0.16	0.00	0.02
2	20032650	20051628	LAPTM4A	10.27	102.57	89.99	10.27	9.01
4	17577198	17607970	LAP3	2.38	23.75	19.28	2.38	1.93
X	37571661	37684463	LANCL3	0.01	0.07	0.03	0.01	0.00
7	55365337	55433737	LANCL2	0.65	6.54	4.54	0.65	0.45
2	210324712	210470333	LANCL1-AS1	0.05	0.5	0.5	0.05	0.05
2	210431251	210477618	LANCL1	2.16	21.6	14.21	2.16	1.42
1	110407809	110416274	LAMTOR5-AS1	0.04	0.39	0.13	0.04	0.01
1	110401253	110407924	LAMTOR5	11.96	119.46	76.02	11.96	7.61
7	100140177	100154212	LAMTOR4	10.07	100.59	70.81	10.07	7.09
4	99878336	99894546	LAMTOR3	1.18	11.74	6.15	1.18	0.62
1	156054782	156058506	LAMTOR2	2.29	22.87	15.65	2.29	1.57
11	72097292	72103297	LAMTOR1	2.78	27.75	19.2	2.78	1.92
20	9505180	9514998	LAMP5-AS1	0.00	0	0	0.00	0.00
20	9514590	9530524	LAMP5	0.00	0	0	0.00	0.00
3	183122215	183162761	LAMP3	0.00	0	0	0.00	0.00
X	120426148	120469349	LAMP2	4.52	45.13	37.8	4.52	3.78
13	113297239	113323672	LAMP1	1.95	19.49	13.11	1.95	1.31
9	131009174	131094473	LAMC3	0.00	0.02	0.02	0.00	0.00
1	183186264	183245127	LAMC2	0.01	0.05	0.05	0.01	0.01
1	183138402	183141270	LAMC1-AS1	0.05	0	0.47	0.00	0.05
1	183023420	183145592	LAMC1	1.67	16.64	15.84	1.67	1.59
7	108011662	108130361	LAMB4	0.00	0	0.01	0.00	0.00
1	209614870	209652467	LAMB3	0.17	1.3	1.65	0.13	0.17
3	49152859	49154401	LAMB2P1	0.00	0	0	0.00	0.00
3	49121114	49133066	LAMB2	0.30	2.97	2.25	0.30	0.23
7	107923799	108003176	LAMB1	0.64	6.06	6.4	0.61	0.64
20	62353010	62356480	LAMA5-AS1	0.00	0	0	0.00	0.00
20	62309060	62367318	LAMA5	0.10	0.99	0.66	0.10	0.07
6	112236596	112306683	LAMA4-AS1	0.00	0	0	0.00	0.00
6	112107931	112254722	LAMA4	0.01	0.01	0.06	0.00	0.01
18	23689443	23955066	LAMA3	0.00	0.03	0.03	0.00	0.00
6	128883138	129516566	LAMA2	0.01	0.04	0.06	0.00	0.01
18	6941742	7117797	LAMA1	0.02	0.15	0.12	0.02	0.01
12	48567684	48571845	LALBA	0.00	0	0	0.00	0.00
19	54502810	54510693	LAIR2	0.00	0	0	0.00	0.00
19	54351384	54370558	LAIR1	0.00	0	0	0.00	0.00
X	154477775	154479281	LAGE3	3.55	35.41	27.43	3.55	2.75
12	6772483	6778455	LAG3	0.00	0.03	0	0.00	0.00
1	201380833	201399324	LAD1	0.02	0.04	0.18	0.00	0.02
1	22953043	22972866	LACTBL1	0.00	0.03	0.03	0.00	0.00
8	70608577	70663279	LACTB2-AS1	0.02	0.23	0.13	0.02	0.01
8	70637266	70669185	LACTB2	0.61	6.08	4.48	0.61	0.45
15	63121806	63142062	LACTB	0.35	3.45	1.7	0.35	0.17
12	54630811	54634895	LACRT	0.00	0	0	0.00	0.00
13	43879178	43893932	LACC1	0.04	0.33	0.41	0.03	0.04
18	6256744	6260934	L3MBTL4-AS1	0.00	0	0	0.00	0.00
18	5954703	6415259	L3MBTL4	0.00	0	0	0.00	0.00
6	130018581	130141440	L3MBTL3	0.12	0.87	1.21	0.09	0.12
22	41209122	41217627	L3MBTL2-AS1	0.05	0.5	0.39	0.05	0.04
22	41205192	41231271	L3MBTL2	0.91	9.11	4.34	0.91	0.43
20	43507697	43550954	L3MBTL1	0.01	0.05	0.03	0.01	0.00
14	59472606	59505266	L3HYPDH	0.79	6.07	7.88	0.61	0.79
14	50242434	50312229	L2HGDH	0.39	3.89	1.86	0.39	0.19
1	62194849	62212328	L1TD1	0.00	0	0	0.00	0.00
X	153861514	153886173	L1CAM	0.64	6.41	5.21	0.64	0.52
2	142877664	143055833	KYNU	0.00	0	0	0.00	0.00
1	88921044	88992960	KYAT3	2.74	27.37	23.75	2.74	2.38
9	128832942	128882523	KYAT1	0.17	1.68	1.11	0.17	0.11
3	134599923	134656053	KY	0.00	0.01	0.03	0.00	0.00
19	18557762	18569381	KXD1	1.64	16.41	13.36	1.64	1.34
14	55576157	55580092	KTN1-AS1	0.07	0.14	0.74	0.01	0.07
14	55580207	55684584	KTN1	0.81	8.05	6.53	0.81	0.65
1	52032103	52033810	KTI12	1.53	15.14	15.26	1.52	1.53
12	117453012	117968990	KSR2	0.00	0	0	0.00	0.00
17	27456441	27626438	KSR1	0.23	0.99	2.27	0.10	0.23
19	35487324	35490464	KRTDAP	0.00	0	0	0.00	0.00
2	27442381	27446481	KRTCAP3	0.01	0	0.06	0.00	0.01
1	155169408	155173304	KRTCAP2	6.09	60.84	45.69	6.09	4.57
17	41255384	41256364	KRTAP9-9	0.00	0	0	0.00	0.00
17	41237999	41239004	KRTAP9-8	0.00	0	0	0.00	0.00
17	41275698	41276207	KRTAP9-7	0.00	0	0	0.00	0.00
17	41265378	41265860	KRTAP9-6	0.00	0	0	0.00	0.00
17	41249687	41250653	KRTAP9-4	0.00	0	0	0.00	0.00
17	41232449	41233454	KRTAP9-3	0.00	0	0	0.00	0.00
17	41226648	41227652	KRTAP9-2	0.00	0	0	0.00	0.00
17	41189887	41190639	KRTAP9-1	0.00	0	0	0.00	0.00
