Chromosome	Start	End	Gene	TPM	Length
chr3	65568455	65568856	MAGI1	0.14	401
chr3	65619375	65619774	MAGI1	0.14	399
chr3	65914184	65914735	MAGI1	0.14	551
chr3	66095338	66095638	MAGI1	0.14	300
chr3	66553456	66553922	LRIG1	0.76	466
chr3	66593004	66593526	LRIG1	0.76	522
chr3	66598174	66598531	LRIG1	0.76	357
chr3	66618165	66618462	LRIG1	0.76	297
chr3	66907860	66908184	KBTBD8	0.59	324
chr3	67461625	67462254	SUCLG2	1.91	629
chr3	67526264	67526618	SUCLG2	1.91	354
chr3	67783979	67784301	SUCLG2	1.91	322
chr3	69972667	69973004	MITF	0.26	337
chr3	70824807	70825098	FOXP1	0.42	291
chr3	72907671	72908186	PPP4R2	2.87	515
chr3	73270784	73271221	PPP4R2	2.87	437
chr3	73427114	73427903	PPP4R2	2.87	789
chr3	73437869	73438256	PPP4R2	2.87	387
chr3	73685038	73685450	PPP4R2	2.87	412
chr3	76199248	76199798	ZNF717	0.47	550
chr3	77357033	77357401	ROBO2	0.02	368
chr3	77655391	77655834	ROBO2	0.02	443
chr3	77931153	77931646	.	.	493
chr3	78754136	78754532	ROBO1	1.25	396
chr3	79297372	79297666	ROBO1	1.25	294
chr3	79618795	79619291	ROBO1	1.25	496
chr3	79729124	79729432	ROBO1	1.25	308
chr3	81349673	81350085	GBE1	1.26	412
chr3	83524878	83525356	.	.	478
chr3	83766060	83766343	.	.	283
chr3	84601269	84601754	CADM2	1.42	485
chr3	84987682	84988157	CADM2	1.42	475
chr3	85604687	85605020	CADM2	1.42	333
chr3	85939000	85939475	CADM2	1.42	475
chr3	86855331	86855703	VGLL3	9.06	372
chr3	86869519	86869984	VGLL3	9.06	465
chr3	86923053	86923566	VGLL3	9.06	513
chr3	86978074	86978614	VGLL3	9.06	540
chr3	87069940	87070422	VGLL3	9.06	482
chr3	87173039	87173542	VGLL3	9.06	503
chr3	87333419	87333760	CHMP2B	6.73	341
chr3	87855671	87855937	.	.	266
chr3	88701485	88701743	CGGBP1	7.78	258
chr3	99690674	99691113	CMSS1	0.97	439
chr3	100269685	100270163	TFG	3.60	478
chr3	100756482	100756762	RPL24	121.16	280
chr3	101266518	101266993	RPL24	121.16	475
chr3	102074909	102075337	NXPE3	1.00	428
chr3	104909199	104909574	ALCAM	0.10	375
chr3	106813802	106814642	CBLB	0.41	840
chr3	106826768	106827116	CBLB	0.41	348
chr3	110479787	110480136	.	.	349
chr3	111321808	111322201	PHLDB2	3.16	393
chr3	111851374	111851937	PHLDB2	3.16	563
chr3	111915913	111916312	PHLDB2	3.16	399
chr3	112786241	112786611	ATG3	4.94	370
chr3	112926031	112926347	ATG3	4.94	316
chr3	113231927	113232249	GTPBP8	0.68	322
chr3	117874100	117874512	.	.	412
chr3	119304340	119304766	TIMMDC1	2.18	426
chr3	124429079	124429417	CCDC14	0.58	338
chr3	127173059	127173387	MCM2	3.03	328
chr3	127751467	127751756	SEC61A1	3.61	289
chr3	136207890	136208314	PCCB	2.68	424
chr3	136562105	136562643	PCCB	2.68	538
chr3	136784632	136785043	PCCB	2.68	411
chr3	136893840	136894272	PCCB	2.68	432
chr3	137204460	137204744	IL20RB	0.23	284
chr3	137293159	137293445	IL20RB	0.23	286
chr3	137294028	137294554	IL20RB	0.23	526
chr3	137509524	137510056	IL20RB	0.23	532
chr3	138686782	138687041	CEP70	1.00	259
chr3	138824099	138824363	CEP70	1.00	264
chr3	139430573	139430879	MRPS22	4.11	306
chr3	139786945	139787242	CLSTN2	0.07	297
chr3	140031207	140031480	CLSTN2	0.07	273
chr3	140233705	140234500	CLSTN2	0.07	795
chr3	141095145	141095650	SLC25A36	1.53	505
chr3	141112906	141113205	SLC25A36	1.53	299
chr3	142438045	142438594	XRN1	2.16	549
chr3	143644186	143644638	U2SURP	0.87	452
chr3	148042711	148043013	ZIC1	0.85	302
chr3	148227547	148227916	ZIC1	0.85	369
chr3	148789242	148789556	GYG1	2.98	314
chr3	148791339	148791795	GYG1	2.98	456
chr3	149581593	149582118	COMMD2	2.17	525
chr3	150074805	150075313	PFN2	17.68	508
chr3	150247417	150247849	PFN2	17.68	432
chr3	150307898	150308217	PFN2	17.68	319
chr3	151639151	151639669	MED12L	0.13	518
chr3	153570522	153570846	RAP2B	0.98	324
chr3	155070878	155071259	MME	0.43	381
chr3	159854550	159855078	SCARNA7	5.64	528
chr3	162344562	162344905	.	.	343
chr3	162598449	162598900	.	.	451
chr3	162705002	162705395	.	.	393
chr3	165846051	165846316	BCHE	9.95	265
chr3	166211377	166211871	.	.	494
chr3	167862534	167862784	PDCD10	2.11	250
chr3	170751467	170751913	SKIL	1.78	446
chr3	171732768	171733194	FNDC3B	1.43	426
chr3	171863025	171863576	FNDC3B	1.43	551
chr3	172082245	172082677	FNDC3B	1.43	432
chr3	174204404	174204626	NLGN1	0.18	222
chr3	174330349	174330745	NLGN1	0.18	396
chr3	174538117	174538507	NAALADL2	0.14	390
chr3	174955646	174955961	NAALADL2	0.14	315
chr3	176521715	176522108	.	.	393
chr3	176776807	176777343	.	.	536
chr3	178320380	178320959	.	.	579
chr3	182568299	182568597	.	.	298
chr3	183800233	183800800	PARL	2.97	567
chr3	183980475	183980786	AP2M1	8.87	311
chr3	184496816	184497240	PSMD2	6.31	424
chr3	186124649	186125048	TRA2B	7.59	399
chr3	189458479	189458921	CLDN1	0.01	442
chr3	189995147	189995505	CLDN1	0.01	358
chr3	190996356	190996618	.	.	262
chr3	192830261	192830646	MB21D2	0.89	385
chr3	192851812	192852199	MB21D2	0.89	387
chr3	193391871	193392374	ATP13A5	0.01	503
chr3	193816779	193817454	ATP13A3	1.91	675
chr3	193827855	193828216	ATP13A3	1.91	361
chr3	196399509	196399952	WDR53	1.33	443
chr3	197520537	197520981	RPL35A	21.67	444
chr3	197896471	197896771	RPL35A	21.67	300
chr4	3201652	3202036	LRPAP1	0.84	384
chr4	3830005	3830509	TMEM128	2.17	504
chr4	5037961	5038529	CRMP1	0.48	568
chr4	6840146	6840485	MRFAP1	19.61	339
chr4	6965339	6965650	MRFAP1	19.61	311
chr4	8391986	8392383	ACOX3	1.19	397
chr4	8394099	8394541	ACOX3	1.19	442
chr4	8515155	8515585	ACOX3	1.19	430
chr4	9870099	9870610	WDR1	6.09	511
chr4	10180801	10181375	WDR1	6.09	574
chr4	10186661	10187028	WDR1	6.09	367
chr4	10240036	10240683	WDR1	6.09	647
chr4	15381860	15382274	FBXL5	3.12	414
chr4	15690413	15690853	FBXL5	3.12	440
chr4	15717151	15717558	FBXL5	3.12	407
chr4	16136301	16137089	TAPT1	0.37	788
chr4	19803060	19803341	SLIT2	0.01	281
chr4	20954559	20955138	PACRGL	0.97	579
chr4	21780226	21780556	.	.	330
chr4	23805507	23805797	DHX15	7.21	290
chr4	24434189	24434807	DHX15	7.21	618
chr4	25500693	25501343	ANAPC4	0.76	650
chr4	25563058	25563610	ANAPC4	0.76	552
chr4	25786525	25787142	ANAPC4	0.76	617
chr4	26171798	26172452	RBPJ	2.55	654
chr4	26557112	26557599	RBPJ	2.55	487
chr4	26570814	26571071	RBPJ	2.55	257
chr4	26803305	26803842	TBC1D19	0.45	537
chr4	27775189	27775550	.	.	361
chr4	29708483	29708842	.	.	359
chr4	30282014	30282420	.	.	406
chr4	30495261	30495662	.	.	401
chr4	30619618	30620093	.	.	475
chr4	30802581	30803122	PCDH7	2.20	541
chr4	30821903	30822259	PCDH7	2.20	356
chr4	33302312	33302702	.	.	390
chr4	34733263	34733926	.	.	663
chr4	38190756	38191261	FAM114A1	0.99	505
chr4	41143321	41143637	UCHL1	1.35	316
chr4	41509356	41509885	TMEM33	3.18	529
chr4	52837742	52838536	SNORA26	5.63	794
chr4	53012045	53012399	SNORA26	5.63	354
chr4	53196369	53196708	CHIC2	1.96	339
chr4	54541653	54541876	KIT	0.60	223
chr4	54781643	54782084	KIT	0.60	441
chr4	54784078	54784638	KIT	0.60	560
chr4	55012895	55013186	TMEM165	3.70	291
chr4	55217266	55217634	TMEM165	3.70	368
chr4	59180054	59180547	.	.	493
chr4	59511807	59512148	.	.	341
chr4	59553326	59553748	.	.	422
chr4	64250410	64250750	.	.	340
chr4	65552162	65552561	EPHA5	0.04	399
chr4	66564919	66565591	EPHA5	0.04	672
chr4	69594420	69594791	UGT2B4	0.08	371
chr4	73450488	73451023	ANKRD17	1.13	535
chr4	74886506	74886841	PARM1	6.28	335
chr4	75169427	75169863	PARM1	6.28	436
chr4	75255291	75255669	PARM1	6.28	378
chr4	75289996	75290728	PARM1	6.28	732
chr4	75643733	75644010	G3BP2	8.50	277
chr4	79155175	79155678	PAQR3	3.17	503
chr4	79331143	79331959	PAQR3	3.17	816
chr4	79417003	79417444	PAQR3	3.17	441
chr4	79429699	79429996	PAQR3	3.17	297
chr4	79514183	79514512	PAQR3	3.17	329
chr4	79650923	79651272	PAQR3	3.17	349
chr4	79959648	79959954	ANTXR2	1.16	306
chr4	80007038	80007274	ANTXR2	1.16	236
chr4	83074791	83075146	COPS4	5.16	355
chr4	84852081	84852390	WDFY3	0.45	309
chr4	85113642	85114106	ARHGAP24	0.35	464
chr4	85149660	85149944	ARHGAP24	0.35	284
chr4	85497080	85497328	ARHGAP24	0.35	248
chr4	85842558	85842981	ARHGAP24	0.35	423
chr4	86011182	86011486	ARHGAP24	0.35	304
chr4	88028287	88028534	PYURF	2.63	247
chr4	98746599	98746956	ADH5	7.60	357
chr4	101127191	101127636	PPP3CA	1.96	445
chr4	103410435	103410796	TACR3	0.29	361
chr4	105998181	105998491	AIMP1	1.88	310
chr4	108533135	108533766	RPL34	71.82	631
chr4	108919277	108919654	RPL34	71.82	377
chr4	109207082	109207450	RPL34	71.82	368
chr4	110838013	110838428	PITX2	2.12	415
chr4	110854244	110854681	PITX2	2.12	437
chr4	110963856	110964372	PITX2	2.12	516
chr4	111018196	111018597	PITX2	2.12	401
chr4	111399549	111399881	PITX2	2.12	332
chr4	111883489	111883808	.	.	319
chr4	115292297	115292636	NDST4	0.07	339
chr4	115323295	115323629	NDST4	0.07	334
chr4	115519551	115519858	NDST4	0.07	307
chr4	123832340	123833058	LINC01091	0.18	718
chr4	123876489	123876980	LINC01091	0.18	491
chr4	128582530	128582904	PGRMC2	0.88	374
chr4	129250698	129251067	.	.	369
chr4	129429962	129430270	.	.	308
chr4	137922843	137923165	SLC7A11	0.16	322
chr4	139243686	139244007	NAA15	1.14	321
chr4	139767097	139767454	SCOC	4.33	357
chr4	141140662	141141117	RNF150	0.50	455
chr4	141350184	141350553	RNF150	0.50	369
chr4	141463953	141464640	RNF150	0.50	687
chr4	146585792	146586165	LSM6	1.27	373
chr4	147198364	147198866	EDNRA	0.63	502
chr4	148574533	148574831	ARHGAP10	0.57	298
chr4	149279864	149280214	NR3C2	0.10	350
chr4	153166897	153167211	ARFIP1	1.29	314
chr4	155807058	155807342	MAP9	0.11	284
chr4	155966686	155967343	MAP9	0.11	657
chr4	156614997	156615506	PDGFC	3.16	509
chr4	156637606	156638025	PDGFC	3.16	419
chr4	156686133	156686541	PDGFC	3.16	408
chr4	156805729	156806072	PDGFC	3.16	343
chr4	159484090	159484497	C4orf46	1.39	407
chr4	160353603	160353969	.	.	366
chr4	161521971	161522452	.	.	481
chr4	163701854	163702333	TMA16	1.02	479
chr4	167688613	167689103	SPOCK3	0.32	490
chr4	168488804	168489305	PALLD	2.67	501
chr4	168550397	168550747	PALLD	2.67	350
chr4	168782531	168782802	PALLD	2.67	271
chr4	174255810	174256234	FBXO8	0.62	424
chr4	176901190	176901442	SPCS3	5.13	252
chr4	177455557	177456060	NEIL3	0.88	503
chr4	182189480	182189825	DCTD	2.39	345
chr4	185567345	185568027	PDLIM3	4.48	682
chr4	186606527	186606909	FAT1	2.38	382
chr4	188986386	188986718	LINC01060	0.08	332
chr5	3197792	3198136	IRX1	0.44	344
chr5	3214393	3214848	IRX1	0.44	455
chr5	4159781	4160184	IRX1	0.44	403
chr5	6615461	6615766	MED10	1.30	305
chr5	9187784	9188293	MIR4458HG	0.14	509
chr5	11075154	11075496	CCT5	8.63	342
chr5	14035840	14036355	TRIO	0.41	515
chr5	15785537	15785955	FBXL7	0.49	418
chr5	15797110	15797502	FBXL7	0.49	392
chr5	17046299	17046760	ZNF622	1.63	461
chr5	23132255	23132551	.	.	296
chr5	31133555	31133787	.	.	232
chr5	34609904	34610239	BRIX1	3.13	335
chr5	36158101	36158519	SKP2	17.11	418
chr5	37738173	37738428	NUP155	0.92	255
chr5	37771425	37772138	NUP155	0.92	713
chr5	40603457	40603795	RPL37	5.95	338
chr5	42518823	42519127	OXCT1	1.05	304
chr5	42843051	42843494	PAIP1	2.01	443
chr5	42855371	42855711	PAIP1	2.01	340
chr5	52840227	52840573	MOCS2	1.05	346
chr5	53253372	53253824	NDUFS4	4.21	452
chr5	53321852	53322084	NDUFS4	4.21	232
chr5	54883364	54883670	GPX8	2.00	306
chr5	55604529	55604964	GPX8	2.00	435
chr5	57349145	57349672	GPBP1	1.58	527
chr5	57825203	57825483	PLK2	1.69	280
chr5	57858937	57859371	PLK2	1.69	434
chr5	59416000	59416393	PDE4D	0.08	393
chr5	62937672	62937985	DIMT1	1.02	313
chr5	69499812	69500289	SMN1	3.01	477
chr5	72126084	72126395	MRPS27	3.22	311
chr5	72377844	72378326	TNPO1	3.58	482
chr5	73962960	73963450	ENC1	2.20	490
chr5	74107858	74108360	ENC1	2.20	502
chr5	74354989	74355453	HMGCR	3.10	464
chr5	74895951	74896308	HMGCR	3.10	357
chr5	76695400	76695777	F2R	0.68	377
chr5	77292379	77292652	WDR41	1.05	273
chr5	77561999	77562248	TBCA	8.55	249
chr5	77993882	77994433	TBCA	8.55	551
chr5	77996115	77996437	TBCA	8.55	322
chr5	78791559	78792085	AP3B1	1.18	526
chr5	80516834	80517195	DHFR	3.17	361
chr5	80738436	80738864	DHFR	3.17	428
chr5	81184254	81184848	DHFR	3.17	594
chr5	83050856	83051281	RPS23	18.09	425
chr5	84249865	84250281	EDIL3	1.30	416
chr5	84564558	84564909	EDIL3	1.30	351
chr5	84986761	84987102	EDIL3	1.30	341
chr5	87300813	87301171	CCNH	1.35	358
chr5	89438069	89438453	MEF2C	0.87	384
chr5	91955642	91955923	.	.	281
chr5	91977648	91977892	.	.	244
chr5	93246334	93246698	FAM172A	0.71	364
chr5	94899976	94900452	TTC37	0.75	476
chr5	97528898	97529302	RIOK2	0.76	404
chr5	98110384	98110727	RGMB	1.93	343
chr5	98524823	98525179	RGMB	1.93	356
chr5	103868131	103868509	NUDT12	0.46	378
chr5	103938227	103938469	NUDT12	0.46	242
chr5	106854155	106854493	.	.	338
chr5	107415690	107416035	EFNA5	0.65	345
chr5	107564054	107564388	EFNA5	0.65	334
chr5	112634720	112635169	REEP5	1.81	449
chr5	113203266	113203706	DCP2	1.90	440
chr5	116863990	116864475	SEMA6A	0.72	485
chr5	116989938	116990414	SEMA6A	0.72	476
chr5	117131921	117132260	.	.	339
chr5	117188344	117188559	.	.	215
chr5	117657547	117658058	.	.	511
chr5	118108648	118109037	DTWD2	0.12	389
chr5	118692724	118693330	DTWD2	0.12	606
chr5	119275925	119276174	HSD17B4	1.76	249
chr5	119789425	119789794	HSD17B4	1.76	369
chr5	123785706	123786157	CSNK1G3	1.28	451
chr5	123819773	123820221	CSNK1G3	1.28	448
chr5	124210117	124210465	.	.	348
chr5	124236327	124236673	.	.	346
chr5	124315761	124316074	.	.	313
chr5	124661269	124661725	ZNF608	0.13	456
chr5	126044144	126044510	.	.	366
chr5	126855141	126855610	LMNB1	3.75	469
chr5	127187664	127188116	LMNB1	3.75	452
chr5	127369745	127370167	LMNB1	3.75	422
chr5	129126596	129126910	ISOC1	2.21	314
chr5	133882830	133883224	VDAC1	6.07	394
chr5	135242062	135242535	CDKN2AIPNL	2.38	473
chr5	135304415	135304747	CDKN2AIPNL	2.38	332
chr5	136057364	136057607	SMAD5	1.81	243
chr5	136058187	136058914	SMAD5	1.81	727
chr5	137099671	137099993	SPOCK1	0.01	322
chr5	141521251	141521721	TAF7	4.30	470
chr5	142806899	142807295	GNPDA1	2.35	396
chr5	143041482	143041900	NR3C1	1.03	418
chr5	143177279	143177628	YIPF5	2.57	349
chr5	143618217	143618588	YIPF5	2.57	371
chr5	143644720	143645184	YIPF5	2.57	464
chr5	143874281	143874600	YIPF5	2.57	319
chr5	147427875	147428123	DPYSL3	2.05	248
chr5	147629219	147629589	DPYSL3	2.05	370
chr5	148965783	148966427	GRPEL2	1.62	644
chr5	149002070	149002508	GRPEL2	1.62	438
chr5	151784995	151785285	SPARC	30.31	290
chr5	154249831	154250191	CNOT8	3.04	360
chr5	157611536	157612474	CLINT1	1.77	938
chr5	158599206	158599490	EBF1	0.04	284
chr5	158858034	158858319	RNF145	0.77	285
chr5	158860783	158861118	RNF145	0.77	335
chr5	167205795	167206273	.	.	478
chr5	170581174	170581664	KCNMB1	0.02	490
chr5	173256625	173257238	RPL26L1	5.06	613
chr5	173456621	173457293	BOD1	4.06	672
chr5	173645364	173645755	BOD1	4.06	391
chr5	174500642	174500856	MSX2	0.35	214
chr5	174532523	174532795	MSX2	0.35	272
chr5	175235194	175235834	SFXN1	2.98	640
chr5	175335739	175336037	SFXN1	2.98	298
chr5	175383304	175383753	SFXN1	2.98	449
chr5	177098246	177098746	PRELID1	10.01	500
chr5	177105589	177106158	PRELID1	10.01	569
chr6	4322775	4323200	ECI2	2.46	425
chr6	4351961	4352589	ECI2	2.46	628
chr6	4635768	4636494	ECI2	2.46	726
chr6	5472057	5472441	NRN1	1.77	384
chr6	5979667	5979940	NRN1	1.77	273
chr6	8570602	8570929	SLC35B3	0.56	327
chr6	8590005	8590277	SLC35B3	0.56	272
chr6	8591857	8592193	SLC35B3	0.56	336
chr6	9316258	9316677	SLC35B3	0.56	419
chr6	9456133	9456693	TFAP2A	0.33	560
chr6	14499852	14500179	CD83	0.56	327
chr6	14883989	14884342	CD83	0.56	353
chr6	15062160	15062975	CD83	0.56	815
chr6	15256997	15257211	DTNBP1	0.43	214
chr6	15264859	15265274	DTNBP1	0.43	415
chr6	15879987	15880317	GMPR	0.56	330
chr6	16205303	16205823	GMPR	0.56	520
chr6	17864012	17864392	DEK	4.11	380
chr6	18515853	18516173	DEK	4.11	320
chr6	23180492	23180929	PRL	0.01	437
chr6	23394631	23395061	.	.	430
chr6	35011134	35011475	RPS10	83.78	341
chr6	35096515	35096853	RPS10	83.78	338
chr6	35106092	35106519	RPS10	83.78	427
chr6	37137582	37138080	SRSF3	8.82	498
chr6	38215579	38216093	GLO1	7.72	514
chr6	38216506	38216782	GLO1	7.72	276
chr6	38273246	38273743	GLO1	7.72	497
chr6	40936802	40937162	NFYA	0.63	360
chr6	43807435	43808044	HSP90AB1	28.13	609
chr6	44660442	44660881	CDC5L	0.99	439
chr6	44661317	44661604	CDC5L	0.99	287
chr6	44662691	44663199	CDC5L	0.99	508
chr6	44712587	44713195	CDC5L	0.99	608
chr6	45445817	45446305	RUNX2	0.50	488
chr6	46583661	46584075	ENPP4	0.59	414
chr6	46935720	46936086	.	.	366
chr6	49909671	49910009	CENPQ	1.09	338
chr6	51513836	51514183	MCM3	2.86	347
chr6	51842409	51843395	MCM3	2.86	986
chr6	55869707	55870118	BMP5	1.21	411
chr6	56573124	56573497	DST	0.14	373
chr6	68559726	68560052	.	.	326
chr6	69524469	69524854	.	.	385
chr6	69585034	69585421	.	.	387
chr6	69913870	69914464	LMBRD1	0.57	594
chr6	70110426	70110747	LMBRD1	0.57	321
chr6	70152905	70153183	SMAP1	0.87	278
chr6	80767868	80768131	BCKDHB	0.87	263
chr6	82750602	82750853	PGM3	1.04	251
chr6	84425948	84426453	CYB5R4	0.36	505
chr6	88418856	88419313	RNGTT	1.70	457
chr6	89297833	89298666	RNGTT	1.70	833
chr6	90131609	90131995	MAP3K7	2.78	386
chr6	90403693	90404417	MAP3K7	2.78	724
chr6	91299532	91299929	MAP3K7	2.78	397
chr6	92043759	92044123	.	.	364
chr6	93164789	93165174	EPHA7	2.99	385
chr6	93369646	93370008	EPHA7	2.99	362
chr6	93376097	93376490	EPHA7	2.99	393
chr6	93550475	93550867	EPHA7	2.99	392
chr6	94065768	94066197	EPHA7	2.99	429
chr6	94213151	94213629	EPHA7	2.99	478
chr6	94478421	94479179	.	.	758
chr6	100426302	100426594	ASCC3	1.31	292
chr6	100426820	100427220	ASCC3	1.31	400
chr6	100730644	100730944	ASCC3	1.31	300
chr6	100946086	100946627	ASCC3	1.31	541
chr6	100948579	100949112	ASCC3	1.31	533
chr6	101085371	101085666	ASCC3	1.31	295
chr6	105164325	105164844	POPDC3	2.70	519
chr6	107658941	107659316	SEC63	1.06	375
chr6	111129038	111129358	GTF3C6	4.08	320
chr6	112178919	112179162	FAM229B	2.34	243
chr6	112503241	112503582	.	.	341
chr6	112690582	112690850	.	.	268
chr6	112833498	112834204	.	.	706
chr6	112906738	112907122	.	.	384
chr6	113172497	113172852	.	.	355
chr6	113318530	113318955	.	.	425
chr6	113732361	113732903	HDAC2	7.70	542
chr6	113824334	113824778	HDAC2	7.70	444
chr6	114216849	114217188	HDAC2	7.70	339
chr6	117072173	117072548	VGLL2	0.84	375
chr6	117079890	117080371	VGLL2	0.84	481
chr6	118285908	118286131	CEP85L	0.16	223
chr6	122735774	122736022	SERINC1	2.82	248
chr6	125002153	125002538	HDDC2	1.47	385
chr6	129767146	129767631	ARHGAP18	0.21	485
chr6	130252472	130252900	EPB41L2	0.67	428
chr6	130796264	130796579	EPB41L2	0.67	315
chr6	132964036	132964467	RPS12	153.31	431
chr6	133431966	133432533	RPS12	153.31	567
chr6	133502777	133503221	RPS12	153.31	444
chr6	133549435	133549885	RPS12	153.31	450
chr6	133631462	133631776	RPS12	153.31	314
chr6	134035781	134036403	TBPL1	2.11	622
chr6	136930594	136930892	IFNGR1	2.97	298
chr6	137016245	137016779	IFNGR1	2.97	534
chr6	137728736	137729238	TNFAIP3	1.03	502
chr6	137776778	137777283	TNFAIP3	1.03	505
chr6	137853523	137853851	TNFAIP3	1.03	328
chr6	138240522	138241023	ABRACL	3.75	501
chr6	138805226	138805874	ABRACL	3.75	648
chr6	139180277	139180524	ABRACL	3.75	247
chr6	139587518	139587870	ABRACL	3.75	352
chr6	139588085	139588592	ABRACL	3.75	507
chr6	139764512	139764978	ABRACL	3.75	466
chr6	140915248	140915515	.	.	267
chr6	141082637	141082897	.	.	260
chr6	141105489	141105806	.	.	317
chr6	142275630	142275886	VTA1	1.88	256
chr6	144190602	144190934	SF3B5	13.87	332
chr6	146171298	146171963	RAB32	9.76	665
chr6	147586012	147586357	STXBP5	0.79	345
chr6	147782386	147782704	STXBP5	0.79	318
chr6	148888894	148889225	UST	0.92	331
chr6	148955349	148955672	GINM1	2.88	323
chr6	149830810	149831563	PCMT1	6.11	753
chr6	150883633	150883865	MTHFD1L	1.80	232
chr6	151351123	151351409	MTHFD1L	1.80	286
chr6	151384196	151384486	MTHFD1L	1.80	290
chr6	153328197	153328628	FBXO5	4.45	431
chr6	154273164	154273686	SCAF8	1.41	522
chr6	154555086	154555393	SCAF8	1.41	307
chr6	157152102	157152328	ARID1B	0.35	226
chr6	157714098	157714605	SNX9	0.77	507
chr6	158744989	158745307	DYNLT1	9.96	318
chr6	160960900	160961282	MAP3K4	1.31	382
chr6	163310253	163310598	QKI	4.09	345
chr6	163745887	163746344	QKI	4.09	457
chr6	163777769	163778071	QKI	4.09	302
chr6	163780956	163781559	QKI	4.09	603
chr6	163954910	163955441	QKI	4.09	531
chr6	164109026	164109481	.	.	455
chr6	165082130	165082547	PDE10A	0.30	417
chr6	165146432	165146939	PDE10A	0.30	507
chr6	165636420	165636824	PDE10A	0.30	404
chr6	166112500	166112916	.	.	416
chr6	167587859	167588594	.	.	735
chr6	169188423	169188941	PHF10	0.97	518
chr6	169780678	169781152	ERMARD	0.40	474
chr7	568481	568959	PDGFA	2.73	478
chr7	2496024	2496285	EIF3B	4.53	261
chr7	2892545	2893037	EIF3B	4.53	492
chr7	3730178	3730732	GNA12	2.04	554
chr7	5607560	5608131	ACTB	137.80	571
chr7	5634217	5634641	ACTB	137.80	424
chr7	7375597	7375911	RPA3	2.68	314
chr7	7861252	7861588	RPA3	2.68	336
chr7	8480424	8480815	.	.	391
chr7	9231566	9232094	.	.	528
chr7	10237324	10237704	.	.	380
chr7	11129996	11130354	NDUFA4	10.87	358
chr7	13551485	13551961	ETV1	0.19	476
chr7	13639359	13639799	ETV1	0.19	440
chr7	13742119	13742488	ETV1	0.19	369
chr7	17030533	17030871	AHR	0.50	338
chr7	17600267	17600650	AHR	0.50	383
chr7	20482225	20482442	ITGB8	0.27	217
chr7	20514387	20514700	ITGB8	0.27	313
chr7	20598835	20599326	ITGB8	0.27	491
chr7	22074945	22075329	RAPGEF5	0.03	384
chr7	24052671	24053239	FAM221A	0.02	568
chr7	24366853	24367309	FAM221A	0.02	456
chr7	25777955	25778568	C7orf31	0.10	613
chr7	28280391	28280931	CREB5	0.23	540
chr7	28358285	28358858	CREB5	0.23	573
chr7	28738316	28738785	CREB5	0.23	469
chr7	33669188	33669712	RP9	0.57	524
chr7	36814379	36814700	ANLN	3.45	321
chr7	37031901	37032277	ANLN	3.45	376
chr7	37040294	37040730	ANLN	3.45	436
chr7	37350107	37350600	STARD3NL	6.65	493
chr7	38215772	38216133	STARD3NL	6.65	361
chr7	40571847	40572256	MPLKIP	0.24	409
chr7	42722715	42722981	PSMA2	8.61	266
chr7	44894869	44895512	PPIA	140.33	643
chr7	46133761	46134235	IGFBP3	1.53	474
chr7	54339040	54339444	SEC61G	7.48	404
chr7	54775440	54775793	SEC61G	7.48	353
chr7	56228438	56228777	CHCHD2	44.91	339
chr7	66167791	66168329	TPST1	1.82	538
chr7	69740053	69740391	AUTS2	0.58	338
chr7	69807566	69808003	AUTS2	0.58	437
chr7	70092412	70092915	AUTS2	0.58	503
chr7	70093498	70093830	AUTS2	0.58	332
chr7	70143675	70144131	AUTS2	0.58	456
chr7	70710156	70710664	AUTS2	0.58	508
chr7	71521392	71521849	.	.	457
chr7	71618271	71618639	.	.	368
chr7	77444101	77444528	PTPN12	1.42	427
chr7	80335388	80336055	GNAI1	0.40	667
chr7	80481253	80481541	SEMA3C	0.67	288
chr7	80876831	80877205	SEMA3C	0.67	374
chr7	80895063	80895412	SEMA3C	0.67	349
chr7	80940781	80941520	SEMA3C	0.67	739
chr7	81173750	81174058	SEMA3C	0.67	308
chr7	81175200	81175665	SEMA3C	0.67	465
chr7	81234886	81235349	SEMA3C	0.67	463
chr7	84025296	84025919	SEMA3A	0.70	623
chr7	84412069	84412469	SEMA3D	1.39	400
chr7	84701478	84701737	SEMA3D	1.39	259
chr7	84701888	84702282	SEMA3D	1.39	394
chr7	84746359	84746799	SEMA3D	1.39	440
chr7	84811434	84811827	SEMA3D	1.39	393
chr7	85287142	85287620	SEMA3D	1.39	478
chr7	86956653	86956926	TMEM243	2.06	273
chr7	88477750	88478326	ZNF804B	0.02	576
chr7	89837502	89837886	.	.	384
chr7	90624591	90624935	CDK14	1.55	344
chr7	90989416	90989717	CDK14	1.55	301
chr7	92633222	92633691	CDK6	9.04	469
chr7	92695411	92695717	CDK6	9.04	306
chr7	92698218	92698859	CDK6	9.04	641
chr7	92755044	92755587	CDK6	9.04	543
chr7	93015244	93015535	CDK6	9.04	291
chr7	93544719	93545039	.	.	320
chr7	93751583	93751965	.	.	382
chr7	94240949	94241189	BET1	3.23	240
chr7	94697145	94697649	PEG10	9.16	504
chr7	95330235	95330562	PON2	3.36	327
chr7	95476434	95476789	PON2	3.36	355
chr7	95906916	95907228	SLC25A13	1.16	312
chr7	98394374	98394790	BRI3	4.60	416
chr7	98551666	98552164	BRI3	4.60	498
