Chromosome	Start	End	Gene	TPM	Length
chr2	64617665	64617878	ACTR2	8.97	213
chr2	64645124	64645337	ACTR2	8.97	213
chr2	64685549	64685762	ACTR2	8.97	213
chr2	64751725	64752082	ACTR2	8.97	357
chr2	64760188	64760526	ACTR2	8.97	338
chr2	64797957	64798189	ACTR2	8.97	232
chr2	64876223	64876609	ACTR2	8.97	386
chr2	65064912	65065303	ACTR2	8.97	391
chr2	65349909	65350266	ACTR2	8.97	357
chr2	65351323	65351548	ACTR2	8.97	225
chr2	65359493	65359799	ACTR2	8.97	306
chr2	65370771	65371137	ACTR2	8.97	366
chr2	65491426	65491738	ACTR2	8.97	312
chr2	65612769	65613226	ACTR2	8.97	457
chr2	65662377	65662992	MEIS1	0.31	615
chr2	65767940	65768337	MEIS1	0.31	397
chr2	65880382	65880794	MEIS1	0.31	412
chr2	66032248	66032563	MEIS1	0.31	315
chr2	66251444	66251670	MEIS1	0.31	226
chr2	66301097	66301339	MEIS1	0.31	242
chr2	66346382	66346634	MEIS1	0.31	252
chr2	66364792	66365046	MEIS1	0.31	254
chr2	66830948	66831161	MEIS1	0.31	213
chr2	67062726	67063021	MEIS1	0.31	295
chr2	67135029	67135562	MEIS1	0.31	533
chr2	67259918	67260256	MEIS1	0.31	338
chr2	67579347	67579582	ETAA1	0.52	235
chr2	67616759	67617075	C1D	1.52	316
chr2	67667311	67667539	C1D	1.52	228
chr2	67846349	67846664	C1D	1.52	315
chr2	67880238	67880783	C1D	1.52	545
chr2	68345109	68345781	PPP3R1	7.19	672
chr2	68813638	68813921	PPP3R1	7.19	283
chr2	68829257	68829789	PPP3R1	7.19	532
chr2	68853028	68853330	PPP3R1	7.19	302
chr2	68908457	68908781	PPP3R1	7.19	324
chr2	68943436	68943755	PPP3R1	7.19	319
chr2	69032451	69032682	NFU1	3.89	231
chr2	69082575	69083012	NFU1	3.89	437
chr2	69143852	69144357	NFU1	3.89	505
chr2	69177167	69177777	NFU1	3.89	610
chr2	69184220	69184628	NFU1	3.89	408
chr2	69203726	69203981	NFU1	3.89	255
chr2	69211216	69211451	NFU1	3.89	235
chr2	69216985	69217435	NFU1	3.89	450
chr2	69253871	69254287	NFU1	3.89	416
chr2	69514433	69514722	NFU1	3.89	289
chr2	69577505	69577922	NFU1	3.89	417
chr2	69789307	69789585	NFU1	3.89	278
chr2	70117000	70117419	SNRPG	13.54	419
chr2	70142750	70142963	SNRPG	13.54	213
chr2	70785393	70785628	SNRPG	13.54	235
chr2	70922580	70922910	SNRPG	13.54	330
chr2	71240891	71241202	NAGK	1.47	311
chr2	71460552	71460818	NAGK	1.47	266
chr2	71492165	71492491	NAGK	1.47	326
chr2	71498104	71498552	NAGK	1.47	448
chr2	71505501	71505756	NAGK	1.47	255
chr2	71548820	71549244	NAGK	1.47	424
chr2	71717021	71717419	NAGK	1.47	398
chr2	71796152	71796587	NAGK	1.47	435
chr2	71834190	71834550	NAGK	1.47	360
chr2	71882891	71883331	NAGK	1.47	440
chr2	71896368	71896660	NAGK	1.47	292
chr2	72367791	72368066	CCT7	27.80	275
chr2	72678015	72678414	CCT7	27.80	399
chr2	72694854	72695147	CCT7	27.80	293
chr2	72722780	72723000	CCT7	27.80	220
chr2	72757335	72757572	CCT7	27.80	237
chr2	74032511	74032836	MTHFD2	8.84	325
chr2	74188309	74188536	MTHFD2	8.84	227
chr2	74583556	74583850	MRPL53	7.30	294
chr2	74735670	74735902	POLE4	2.65	232
chr2	74992054	74992466	POLE4	2.65	412
chr2	75312089	75312361	POLE4	2.65	272
chr2	76019162	76019470	MRPL19	0.94	308
chr2	76027812	76028025	MRPL19	0.94	213
chr2	76246944	76247436	MRPL19	0.94	492
chr2	76472899	76473307	MRPL19	0.94	408
chr2	76498297	76498684	MRPL19	0.94	387
chr2	77310487	77310736	.	.	249
chr2	77552991	77553293	.	.	302
chr2	78109327	78109686	.	.	359
chr2	78118075	78118346	.	.	271
chr2	78127452	78127832	.	.	380
chr2	78418016	78418307	.	.	291
chr2	78780309	78780656	.	.	347
chr2	78966654	78966892	.	.	238
chr2	79191075	79191329	.	.	254
chr2	81589372	81589805	.	.	433
chr2	82027827	82028183	.	.	356
chr2	83186470	83186693	.	.	223
chr2	83826618	83826853	.	.	235
chr2	84223255	84223556	.	.	301
chr2	84807046	84807603	TMSB10	119.66	557
chr2	84838548	84839044	TMSB10	119.66	496
chr2	84895174	84895511	TMSB10	119.66	337
chr2	84898478	84898759	TMSB10	119.66	281
chr2	84919920	84920168	TMSB10	119.66	248
chr2	85106951	85107219	TGOLN2	2.79	268
chr2	85264371	85264851	RNF181	7.59	480
chr2	85274320	85274739	RNF181	7.59	419
chr2	85285418	85285729	RNF181	7.59	311
chr2	85310345	85310670	RNF181	7.59	325
chr2	85318496	85318796	RNF181	7.59	300
chr2	85433650	85434082	RNF181	7.59	432
chr2	85549884	85550201	RNF181	7.59	317
chr2	85733059	85733463	SNORD94	8.43	404
chr2	85741920	85742775	SNORD94	8.43	855
chr2	85770341	85770710	SNORD94	8.43	369
chr2	85772197	85772806	SNORD94	8.43	609
chr2	85792798	85793053	SNORD94	8.43	255
chr2	85794587	85794801	SNORD94	8.43	214
chr2	85796689	85797155	SNORD94	8.43	466
chr2	85823941	85824184	SNORD94	8.43	243
chr2	85935868	85936123	SNORD94	8.43	255
chr2	85956254	85956670	SNORD94	8.43	416
chr2	85956803	85957029	SNORD94	8.43	226
chr2	86035454	86035717	SNORD94	8.43	263
chr2	86036051	86036700	SNORD94	8.43	649
chr2	86072448	86072713	SNORD94	8.43	265
chr2	86280150	86280573	SNORD94	8.43	423
chr2	86301736	86302229	SNORD94	8.43	493
chr2	86393409	86393911	SNORD94	8.43	502
chr2	86414965	86415343	SNORD94	8.43	378
chr2	86492013	86492251	CHMP3	3.92	238
chr2	88074823	88075110	KRCC1	2.40	287
chr2	88160610	88160832	KRCC1	2.40	222
chr2	88482039	88482273	KRCC1	2.40	234
chr2	88600144	88600460	RPIA	1.68	316
chr2	88601383	88601676	RPIA	1.68	293
chr2	88659519	88659976	RPIA	1.68	457
chr2	95303598	95303839	STARD7	10.07	241
chr2	96072035	96072313	STARD7	10.07	278
chr2	96108172	96108496	STARD7	10.07	324
chr2	96239162	96239506	STARD7	10.07	344
chr2	96353138	96353351	SNRNP200	2.14	213
chr2	96484170	96484405	SNRNP200	2.14	235
chr2	97870421	97870831	INPP4A	0.32	410
chr2	97936236	97936564	INPP4A	0.32	328
chr2	98158316	98158580	INPP4A	0.32	264
chr2	98466275	98466554	UNC50	3.25	279
chr2	98472362	98472689	UNC50	3.25	327
chr2	98909575	98909789	UNC50	3.25	214
chr2	99278777	99279273	TXNDC9	2.60	496
chr2	101440140	101440655	MAP4K4	1.00	515
chr2	101464278	101464581	MAP4K4	1.00	303
chr2	101501539	101501792	MAP4K4	1.00	253
chr2	101540451	101540677	MAP4K4	1.00	226
chr2	101616376	101616845	MAP4K4	1.00	469
chr2	101762695	101762963	MAP4K4	1.00	268
chr2	101815882	101816162	MAP4K4	1.00	280
chr2	101818718	101818955	MAP4K4	1.00	237
chr2	101946370	101946703	MAP4K4	1.00	333
chr2	101976965	101977178	MAP4K4	1.00	213
chr2	102258081	102258363	MAP4K4	1.00	282
chr2	102488091	102488399	MAP4K4	1.00	308
chr2	102604775	102605082	MAP4K4	1.00	307
chr2	102708418	102708660	TMEM182	0.47	242
chr2	102771203	102771434	TMEM182	0.47	231
chr2	103264093	103264352	TMEM182	0.47	259
chr2	103789434	103789775	.	.	341
chr2	104028104	104028407	POU3F3	0.04	303
chr2	104057578	104057848	MRPS9	1.38	270
chr2	104260844	104261115	MRPS9	1.38	271
chr2	104332806	104333246	MRPS9	1.38	440
chr2	104774706	104774924	MRPS9	1.38	218
chr2	105081312	105081616	MRPS9	1.38	304
chr2	105294034	105294308	FHL2	1.76	274
chr2	105393663	105393989	FHL2	1.76	326
chr2	105455697	105456075	FHL2	1.76	378
chr2	105640341	105640593	NCK2	1.28	252
chr2	105641491	105641718	NCK2	1.28	227
chr2	105644331	105644655	NCK2	1.28	324
chr2	105725862	105726131	NCK2	1.28	269
chr2	105868248	105868507	NCK2	1.28	259
chr2	105910937	105911301	NCK2	1.28	364
chr2	105919273	105919603	NCK2	1.28	330
chr2	106011246	106011785	NCK2	1.28	539
chr2	106021036	106021331	UXS1	1.33	295
chr2	106745493	106745781	ST6GAL2	0.65	288
chr2	106914209	106914463	ST6GAL2	0.65	254
chr2	106990274	106990659	ST6GAL2	0.65	385
chr2	107137722	107138096	ST6GAL2	0.65	374
chr2	107174259	107174563	ST6GAL2	0.65	304
chr2	107197645	107198078	ST6GAL2	0.65	433
chr2	107259129	107259854	ST6GAL2	0.65	725
chr2	107280850	107281078	ST6GAL2	0.65	228
chr2	107325976	107326343	ST6GAL2	0.65	367
chr2	107542391	107542872	ST6GAL2	0.65	481
chr2	107681937	107682319	ST6GAL2	0.65	382
chr2	108412916	108413220	LIMS1	1.78	304
chr2	108571740	108572034	LIMS1	1.78	294
chr2	109284822	109285210	CCDC138	1.00	388
chr2	109447246	109447726	CCDC138	1.00	480
chr2	109467902	109468412	CCDC138	1.00	510
chr2	109480992	109481439	CCDC138	1.00	447
chr2	109487244	109487626	CCDC138	1.00	382
chr2	109497423	109497758	CCDC138	1.00	335
chr2	110837371	110838009	RGPD5	0.33	638
chr2	110859354	110859667	RGPD5	0.33	313
chr2	111168597	111168849	RGPD5	0.33	252
chr2	111227698	111228139	ANAPC1	0.67	441
chr2	111251737	111252258	ANAPC1	0.67	521
chr2	111535164	111535584	ANAPC1	0.67	420
chr2	111698890	111699252	ANAPC1	0.67	362
chr2	111705814	111706144	ANAPC1	0.67	330
chr2	111975213	111975511	ANAPC1	0.67	298
chr2	112182552	112182891	TTL	2.09	339
chr2	112488344	112488566	TTL	2.09	222
chr2	112814377	112814619	SLC20A1	2.34	242
chr2	112881277	112881576	SLC20A1	2.34	299
chr2	113309750	113310024	CBWD2	1.24	274
chr2	114383912	114384188	ACTR3	2.58	276
chr2	114384398	114384715	ACTR3	2.58	317
chr2	114489185	114489539	ACTR3	2.58	354
chr2	118168726	118169021	DDX18	3.57	295
chr2	118263430	118263648	DDX18	3.57	218
chr2	119198475	119198782	DBI	7.05	307
chr2	119240409	119241035	DBI	7.05	626
chr2	119377692	119378290	DBI	7.05	598
chr2	119694931	119695368	RALB	1.21	437
chr2	119696057	119696489	RALB	1.21	432
chr2	120320637	120320879	RALB	1.21	242
chr2	120331050	120331320	RALB	1.21	270
chr2	120787546	120787759	CLASP1	0.61	213
chr2	120887987	120888297	CLASP1	0.61	310
chr2	120915736	120915989	CLASP1	0.61	253
chr2	120983217	120983669	CLASP1	0.61	452
chr2	121088839	121089089	CLASP1	0.61	250
chr2	121185651	121186008	CLASP1	0.61	357
chr2	121205538	121205875	CLASP1	0.61	337
chr2	121565386	121566151	TSN	5.06	765
chr2	121772322	121772618	TSN	5.06	296
chr2	121999286	121999581	TSN	5.06	295
chr2	122960970	122961217	.	.	247
chr2	124668135	124668506	.	.	371
chr2	124684014	124684358	.	.	344
chr2	124699102	124699451	.	.	349
chr2	126838490	126838916	.	.	426
chr2	126963502	126963725	.	.	223
chr2	127034116	127034352	ERCC3	1.76	236
chr2	127064911	127065167	ERCC3	1.76	256
chr2	127128338	127128593	ERCC3	1.76	255
chr2	127135299	127135632	ERCC3	1.76	333
chr2	127208349	127208856	ERCC3	1.76	507
chr2	127348124	127348352	ERCC3	1.76	228
chr2	127371051	127371535	ERCC3	1.76	484
chr2	127455692	127456043	POLR2D	1.88	351
chr2	127463679	127463897	POLR2D	1.88	218
chr2	127508694	127509015	POLR2D	1.88	321
chr2	128309611	128309840	HS6ST1	0.49	229
chr2	128364079	128364429	HS6ST1	0.49	350
chr2	128381740	128381990	HS6ST1	0.49	250
chr2	128746449	128746718	HS6ST1	0.49	269
chr2	128765963	128766280	HS6ST1	0.49	317
chr2	128801638	128801864	HS6ST1	0.49	226
chr2	129459484	129459778	RAB6C	0.02	294
chr2	132780681	132780979	NCKAP5	0.07	298
chr2	133044774	133045012	NCKAP5	0.07	238
chr2	133287705	133287929	NCKAP5	0.07	224
chr2	133435353	133435569	NCKAP5	0.07	216
chr2	133674915	133675298	NCKAP5	0.07	383
chr2	133791150	133791484	NCKAP5	0.07	334
chr2	133818214	133818512	MGAT5	0.49	298
chr2	133837744	133838123	MGAT5	0.49	379
chr2	133848284	133848590	MGAT5	0.49	306
chr2	134372826	134373238	MGAT5	0.49	412
chr2	134527441	134527694	CCNT2	1.08	253
chr2	136006756	136006971	MCM6	10.73	215
chr2	136025030	136025669	MCM6	10.73	639
chr2	136030781	136031281	MCM6	10.73	500
chr2	136048849	136049318	MCM6	10.73	469
chr2	136052279	136052560	MCM6	10.73	281
chr2	136126029	136126428	MCM6	10.73	399
chr2	136136582	136137093	MCM6	10.73	511
chr2	136141038	136141251	MCM6	10.73	213
chr2	136141592	136141945	MCM6	10.73	353
chr2	136226406	136226975	MCM6	10.73	569
chr2	136234321	136234650	MCM6	10.73	329
chr2	136238299	136238938	MCM6	10.73	639
chr2	136248355	136248568	MCM6	10.73	213
chr2	136257954	136258213	MCM6	10.73	259
chr2	136297624	136297963	MCM6	10.73	339
chr2	136298091	136298327	MCM6	10.73	236
chr2	136305535	136305748	MCM6	10.73	213
chr2	136327569	136327898	MCM6	10.73	329
chr2	136332482	136333057	MCM6	10.73	575
chr2	136364019	136364291	MCM6	10.73	272
chr2	136376856	136377282	MCM6	10.73	426
chr2	136384401	136384866	MCM6	10.73	465
chr2	136404267	136404516	MCM6	10.73	249
chr2	136423543	136423833	MCM6	10.73	290
chr2	138062059	138062283	HNMT	0.01	224
chr2	138615372	138615608	SPOPL	0.34	236
chr2	138744766	138745206	SPOPL	0.34	440
chr2	140712028	140712243	.	.	215
chr2	143428138	143428513	ARHGAP15	0.55	375
chr2	143524947	143525169	ZEB2	1.31	222
chr2	143545899	143546199	ZEB2	1.31	300
chr2	143551942	143552444	ZEB2	1.31	502
chr2	143582024	143582237	ZEB2	1.31	213
chr2	143679584	143679930	ZEB2	1.31	346
chr2	143685326	143685775	ZEB2	1.31	449
chr2	143823310	143823638	ZEB2	1.31	328
chr2	143823992	143824242	ZEB2	1.31	250
chr2	143824833	143825190	ZEB2	1.31	357
chr2	143955623	143956036	ZEB2	1.31	413
chr2	144132451	144132678	ZEB2	1.31	227
chr2	144357987	144358308	ZEB2	1.31	321
chr2	144379902	144380312	ZEB2	1.31	410
chr2	144402176	144402602	ZEB2	1.31	426
chr2	144581226	144581536	ZEB2	1.31	310
chr2	144924882	144925171	.	.	289
chr2	145007325	145007538	.	.	213
chr2	145077117	145077353	.	.	236
chr2	145085820	145086092	.	.	272
chr2	145117250	145117588	.	.	338
chr2	145158285	145158676	.	.	391
chr2	145228635	145228907	.	.	272
chr2	145460229	145460474	.	.	245
chr2	145563854	145564089	.	.	235
chr2	145752092	145752599	.	.	507
chr2	145764728	145764979	.	.	251
chr2	145877710	145877938	.	.	228
chr2	146037718	146037946	.	.	228
chr2	146130162	146130585	.	.	423
chr2	146239469	146239734	.	.	265
chr2	146240420	146240679	.	.	259
chr2	146532921	146533189	.	.	268
chr2	146837947	146838203	.	.	256
chr2	146927358	146927591	ACVR2A	1.06	233
chr2	146994176	146994534	ACVR2A	1.06	358
chr2	147006868	147007315	ACVR2A	1.06	447
chr2	147149649	147149901	ORC4	1.16	252
chr2	147172782	147173122	ORC4	1.16	340
chr2	147198521	147198991	ORC4	1.16	470
chr2	147232284	147232698	ORC4	1.16	414
chr2	147352295	147352681	ORC4	1.16	386
chr2	147442901	147443212	ORC4	1.16	311
chr2	147450709	147451248	ORC4	1.16	539
chr2	147511530	147511985	ORC4	1.16	455
chr2	147531352	147531647	ORC4	1.16	295
chr2	147610745	147610975	ORC4	1.16	230
chr2	147632275	147632656	ORC4	1.16	381
chr2	147634860	147635130	ORC4	1.16	270
chr2	147715721	147716053	ORC4	1.16	332
chr2	147793073	147793646	ORC4	1.16	573
chr2	147800380	147800640	ORC4	1.16	260
chr2	148599636	148599975	EPC2	0.85	339
chr2	148653529	148653756	EPC2	0.85	227
chr2	148720343	148720725	EPC2	0.85	382
chr2	148797259	148797479	EPC2	0.85	220
chr2	149019043	149019340	MMADHC	9.93	297
chr2	149094354	149094623	MMADHC	9.93	269
chr2	149098796	149099035	MMADHC	9.93	239
chr2	149160830	149161108	MMADHC	9.93	278
chr2	149466699	149466999	MMADHC	9.93	300
chr2	149611378	149611793	MMADHC	9.93	415
chr2	149612250	149612472	MMADHC	9.93	222
chr2	149617127	149617540	MMADHC	9.93	413
chr2	149648660	149649098	MMADHC	9.93	438
chr2	149741645	149741902	MMADHC	9.93	257
chr2	149908824	149909052	MMADHC	9.93	228
chr2	149994347	149994736	MMADHC	9.93	389
chr2	150091767	150092153	MMADHC	9.93	386
chr2	150212751	150213037	MMADHC	9.93	286
chr2	150410900	150411158	MMADHC	9.93	258
chr2	150413457	150413782	MMADHC	9.93	325
chr2	150587633	150588047	MMADHC	9.93	414
chr2	150620021	150620282	RND3	1.39	261
chr2	150876570	150876902	RND3	1.39	332
chr2	150997764	150998388	RND3	1.39	624
chr2	152223276	152223609	ARL6IP6	1.68	333
chr2	152550493	152550706	ARL6IP6	1.68	213
chr2	152581395	152581638	ARL6IP6	1.68	243
chr2	152623233	152623550	ARL6IP6	1.68	317
chr2	153059650	153059969	ARL6IP6	1.68	319
chr2	153145527	153145803	ARL6IP6	1.68	276
chr2	153299845	153300221	ARL6IP6	1.68	376
chr2	155653270	155653516	.	.	246
chr2	155689931	155690169	.	.	238
chr2	155701833	155702052	.	.	219
chr2	155733122	155733432	.	.	310
chr2	155748230	155748443	.	.	213
chr2	156077051	156077390	.	.	339
chr2	156400653	156400948	GPD2	1.00	295
chr2	156401054	156401307	GPD2	1.00	253
chr2	157428811	157429152	ACVR1	0.59	341
chr2	157691808	157692021	PKP4	1.29	213
chr2	157725893	157726190	PKP4	1.29	297
chr2	157751352	157751772	PKP4	1.29	420
chr2	157839095	157839667	PKP4	1.29	572
chr2	158061114	158061339	PKP4	1.29	225
chr2	158204815	158205032	PKP4	1.29	217
chr2	158205249	158205486	PKP4	1.29	237
chr2	158266118	158266442	PKP4	1.29	324
chr2	158505398	158505803	PKP4	1.29	405
chr2	158686063	158686401	PKP4	1.29	338
chr2	158727081	158727452	PKP4	1.29	371
chr2	158749047	158749308	PKP4	1.29	261
chr2	158776306	158776597	PKP4	1.29	291
chr2	158845938	158846215	WDSUB1	0.39	277
chr2	158923236	158923483	WDSUB1	0.39	247
chr2	158953929	158954238	WDSUB1	0.39	309
chr2	159031014	159031274	WDSUB1	0.39	260
chr2	159051742	159052076	WDSUB1	0.39	334
chr2	159119224	159119437	WDSUB1	0.39	213
chr2	159135773	159136370	WDSUB1	0.39	597
chr2	159202693	159203056	WDSUB1	0.39	363
chr2	160039601	160039854	RBMS1	0.89	253
chr2	160241809	160242154	TANK	1.40	345
chr2	160367920	160368244	TANK	1.40	324
chr2	160736717	160737004	TANK	1.40	287
chr2	160826557	160826825	TANK	1.40	268
chr2	160836750	160837103	TANK	1.40	353
chr2	160871088	160871475	TANK	1.40	387
chr2	161063257	161063549	TANK	1.40	292
chr2	161160386	161160603	TANK	1.40	217
chr2	162475683	162476028	GCA	0.34	345
chr2	162710335	162710575	GCA	0.34	240
chr2	163348097	163348657	FIGN	0.02	560
chr2	163800897	163801176	FIGN	0.02	279
chr2	163884528	163884763	FIGN	0.02	235
chr2	164523848	164524086	FIGN	0.02	238
chr2	165162553	165162800	COBLL1	0.14	247
chr2	166803578	166803934	SCN7A	0.01	356
chr2	166861445	166861690	B3GALT1	0.13	245
chr2	167196538	167197072	B3GALT1	0.13	534
chr2	167420145	167420364	STK39	0.34	219
chr2	167509609	167509865	CERS6	1.06	256
chr2	167582027	167582465	CERS6	1.06	438
chr2	167583897	167584116	CERS6	1.06	219
chr2	167591241	167591545	CERS6	1.06	304
chr2	167783931	167784154	CERS6	1.06	223
chr2	167801782	167802259	CERS6	1.06	477
chr2	168179124	168179345	SPC25	1.77	221
chr2	168278481	168278694	SPC25	1.77	213
chr2	168355048	168355482	SPC25	1.77	434
chr2	168571186	168571484	SPC25	1.77	298
chr2	169463342	169463608	KLHL41	5.18	266
chr2	170073377	170073607	GORASP2	3.53	230
chr2	170113220	170113695	GORASP2	3.53	475
chr2	170221711	170221944	GORASP2	3.53	233
chr2	170313715	170313950	GORASP2	3.53	235
chr2	170507522	170507941	GORASP2	3.53	419
chr2	170509814	170510182	GORASP2	3.53	368
chr2	170530266	170530620	GORASP2	3.53	354
chr2	170660483	170660783	GORASP2	3.53	300
chr2	170695199	170695579	GORASP2	3.53	380
chr2	170696068	170696371	GORASP2	3.53	303
chr2	170739054	170739392	GORASP2	3.53	338
chr2	171347580	171347952	CYBRD1	4.57	372
chr2	172285232	172285741	ITGA6	0.63	509
chr2	172305122	172305371	ITGA6	0.63	249
chr2	172397464	172397728	ITGA6	0.63	264
chr2	172446565	172446796	ITGA6	0.63	231
chr2	172561307	172561536	ITGA6	0.63	229
chr2	172672998	172673341	ITGA6	0.63	343
chr2	172884459	172884672	CDCA7	1.57	213
chr2	172889975	172890385	CDCA7	1.57	410
chr2	172931512	172931813	CDCA7	1.57	301
chr2	173124498	173124859	SP3	2.38	361
chr2	173184439	173184687	SP3	2.38	248
chr2	173250215	173250676	OLA1	2.86	461
chr2	173607610	173607967	OLA1	2.86	357
chr2	173623537	173623762	OLA1	2.86	225
chr2	173631096	173631427	OLA1	2.86	331
chr2	173681989	173682403	OLA1	2.86	414
chr2	173854875	173855209	OLA1	2.86	334
chr2	173866935	173867220	OLA1	2.86	285
chr2	174003944	174004157	OLA1	2.86	213
chr2	174014618	174014897	OLA1	2.86	279
chr2	174444789	174445100	CHRNA1	14.11	311
chr2	174544169	174544564	CHRNA1	14.11	395
chr2	174593627	174593847	CHRNA1	14.11	220
chr2	175028157	175028415	CHRNA1	14.11	258
chr2	175363803	175364022	HOXD8	0.26	219
chr2	175624783	175625067	HOXD8	0.26	284
chr2	175854706	175855042	HOXD8	0.26	336
chr2	176075482	176075805	MTX2	0.87	323
chr2	176415109	176415462	MTX2	0.87	353
chr2	176491186	176491780	MTX2	0.87	594
chr2	176565595	176565869	MTX2	0.87	274
chr2	176585848	176586257	MTX2	0.87	409
chr2	177166346	177166561	HNRNPA3	3.23	215
chr2	177170243	177170555	HNRNPA3	3.23	312
chr2	177171426	177171648	HNRNPA3	3.23	222
chr2	177245150	177245381	HNRNPA3	3.23	231
chr2	177282205	177282447	HNRNPA3	3.23	242
chr2	177429760	177430385	HNRNPA3	3.23	625
chr2	177430513	177430853	HNRNPA3	3.23	340
chr2	177598440	177598746	HNRNPA3	3.23	306
chr2	177606645	177606870	HNRNPA3	3.23	225
chr2	177753961	177754174	HNRNPA3	3.23	213
chr2	178404421	178404797	PRKRA	3.80	376
chr2	178767766	178767999	SESTD1	0.39	233
chr2	178859227	178859570	SESTD1	0.39	343
chr2	178887502	178887766	SESTD1	0.39	264
chr2	178908871	178909163	SESTD1	0.39	292
chr2	179058619	179058868	SESTD1	0.39	249
chr2	179106671	179106940	SESTD1	0.39	269
chr2	179311101	179311383	SESTD1	0.39	282
chr2	179646889	179647168	ZNF385B	0.01	279
chr2	179796677	179796945	ZNF385B	0.01	268
chr2	180034068	180034779	CWC22	0.85	711
chr2	180143878	180144091	UBE2E3	3.12	213
chr2	180370917	180371138	UBE2E3	3.12	221
chr2	180375969	180376304	UBE2E3	3.12	335
chr2	180466431	180466664	UBE2E3	3.12	233
chr2	180474789	180475037	UBE2E3	3.12	248
chr2	180747708	180747986	UBE2E3	3.12	278
chr2	180905023	180905376	UBE2E3	3.12	353
chr2	181172752	181172993	UBE2E3	3.12	241
chr2	181395797	181396010	UBE2E3	3.12	213
chr2	181411030	181411516	UBE2E3	3.12	486
chr2	181566642	181567025	UBE2E3	3.12	383
chr2	181574437	181574689	UBE2E3	3.12	252
chr2	181586638	181586933	UBE2E3	3.12	295
chr2	181649528	181649859	UBE2E3	3.12	331
chr2	181673288	181673509	UBE2E3	3.12	221
chr2	181771446	181771758	UBE2E3	3.12	312
chr2	182280225	182280462	DNAJC10	0.41	237
chr2	182318516	182318740	DNAJC10	0.41	224
chr2	182668807	182669099	NCKAP1	2.80	292
chr2	182819053	182819326	NCKAP1	2.80	273
chr2	182915448	182915670	NCKAP1	2.80	222
chr2	183010245	183010494	NCKAP1	2.80	249
chr2	183124402	183124615	NUP35	1.46	213
chr2	183665441	183665732	NUP35	1.46	291
chr2	183997169	183997460	NUP35	1.46	291
chr2	184004956	184005264	NUP35	1.46	308
chr2	184031086	184031309	NUP35	1.46	223
chr2	184646366	184646676	ZNF804A	0.44	310
chr2	185144155	185144525	ZNF804A	0.44	370
chr2	185220037	185220339	ZNF804A	0.44	302
chr2	185638842	185639079	FSIP2	0.01	237
chr2	185981471	185981693	FSIP2	0.01	222
chr2	185990978	185991214	FSIP2	0.01	236
chr2	186687877	186688173	ZC3H15	2.75	296
chr2	187229052	187229390	ZC3H15	2.75	338
chr2	187547417	187547742	TFPI	2.31	325
chr2	187617938	187618272	TFPI	2.31	334
chr2	188132473	188132722	TFPI	2.31	249
chr2	188326722	188327074	TFPI	2.31	352
chr2	188395978	188396479	TFPI	2.31	501
chr2	188721323	188721536	COL3A1	8.60	213
chr2	189082598	189082975	COL3A1	8.60	377
chr2	189083096	189083432	COL3A1	8.60	336
chr2	189150149	189150365	COL3A1	8.60	216
chr2	189164800	189165081	COL3A1	8.60	281
chr2	189328437	189328650	COL3A1	8.60	213
chr2	189347603	189347817	COL3A1	8.60	214
chr2	189959551	189959806	MSTN	9.50	255
chr2	190032381	190032605	MSTN	9.50	224
chr2	190180257	190180565	MSTN	9.50	308
chr2	190359906	190360213	MSTN	9.50	307
chr2	190627900	190628274	MSTN	9.50	374
chr2	190819497	190819744	MSTN	9.50	247
chr2	190819832	190820371	MSTN	9.50	539
chr2	190859439	190859745	STAT1	2.06	306
chr2	191166131	191166436	STAT1	2.06	305
chr2	191401323	191401583	STAT1	2.06	260
chr2	191812394	191812704	NABP1	0.37	310
chr2	191933266	191933651	TMEFF2	0.19	385
chr2	194367319	194367805	.	.	486
chr2	194883765	194883999	.	.	234
chr2	195898577	195898793	STK17B	2.96	216
chr2	196233039	196233409	STK17B	2.96	370
chr2	196274478	196274795	STK17B	2.96	317
chr2	196601407	196601678	GTF3C3	1.12	271
chr2	197090755	197091123	SF3B1	6.56	368
chr2	197207132	197207428	SF3B1	6.56	296
chr2	197273562	197273781	SF3B1	6.56	219
chr2	197852108	197852380	HSPD1	16.48	272
chr2	197920135	197920420	HSPD1	16.48	285
chr2	198659294	198659616	MARS2	0.53	322
chr2	198662988	198663236	MARS2	0.53	248
chr2	199308430	199308676	C2orf69	0.82	246
chr2	199309975	199310313	C2orf69	0.82	338
chr2	199694040	199694288	C2orf69	0.82	248
chr2	199806288	199806572	C2orf69	0.82	284
chr2	200050965	200051185	BZW1	17.73	220
chr2	200081309	200081545	BZW1	17.73	236
chr2	200177924	200178506	BZW1	17.73	582
chr2	200274708	200275050	BZW1	17.73	342
chr2	200275466	200275853	BZW1	17.73	387
chr2	200357141	200357398	BZW1	17.73	257
chr2	200365208	200365529	BZW1	17.73	321
chr2	200470221	200470521	BZW1	17.73	300
chr2	200600599	200600867	BZW1	17.73	268
chr2	201631057	201631372	STRADB	1.82	315
chr2	201633834	201634143	STRADB	1.82	309
chr2	201854248	201854773	SUMO1	6.68	525
chr2	201933787	201934207	SUMO1	6.68	420
chr2	201949397	201949667	SUMO1	6.68	270
chr2	202102645	202102924	SUMO1	6.68	279
chr2	202109825	202110286	SUMO1	6.68	461
